date,day,campus,weather,count,meal,soup,main_dish,vegetarian,side_dishes,dessert
2024-05-28,tuesday,ahisari,20.11,50,lunch,mahluta corba,etli nohut,etsiz nohut,"bulgur pilavi, pirinc pilavi","mevsim salata, tursu, soda"
2024-05-29,wednesday,ahisari,24.38,213,lunch,antep corba,mantar soslu tavuk biftek,karnabahar graten,"nohutlu pirinc pilavi, bulgur pilavi","limonata, cig kofte, cevizli kadayif"
2024-05-30,thursday,ahisari,26.62,194,lunch,tutmac corba,ispanakli tavuk sarma,falafel,"soslu makarna, melek pilavi","ayran, mevsim salata, kisir"
2024-05-31,friday,ahisari,27.69,149,lunch,brokoli corba,izmir kofte,zy.bamya,"soslu makarna, pirinc pilavi","ayran, mevsim salata, meyve"
2024-06-01,saturday,ahisari,29.1,59,lunch,suzme mercimek corba,etli kuru fasulye,etsiz kuru fasulye,"pirinc pilavi, bulgur pilavi","tursu, sutlac, soda"
2024-06-02,sunday,ahisari,32.94,36,lunch,safak corba,kiymali ispanak,ispanak yemegi,"gul boregi, spagetti makarna","supangle, meyve, limonata"
2024-06-03,monday,ahisari,31.48,84,lunch,sebze corba,tas kebabi,yesil mercimek yemegi,"arpa sehriyeli pirinc pilavi, bulgur pilavi","komposto, meyve, misirli salata"
2024-06-04,tuesday,ahisari,32.84,76,lunch,antep corba,etli bezelye,bezelye yemegi,"domatesli arpa sehriye pilavi, melek pilavi","baklava, limonata, salata"
2024-06-05,wednesday,ahisari,28.19,87,lunch,suzme mercimek corba,tavuk sac kavurma,bugdayli semizotu yemegi,"nohutlu pirinc pilavi, penne makarna","fanta, trilece, coban salata"
2024-06-06,thursday,ahisari,26.28,67,lunch,sehriye corba,etli nohut,nohut yemegi,"melek pilavi, pirinc pilavi","tursu, limonata, cevizli kadayif"
2024-06-07,friday,ahisari,26.38,60,lunch,toyga corba,etli guvec,sebze guvec,"soslu makarna, bulgur pilavi","sutlac, meyve, salata"
2024-06-08,saturday,ahisari,25.94,16,lunch,alaca corba,pideli kofte,yesil mercimek,"spagetti makarna, pirinc pilavi","semizotu salata, meyve, meyveli soda"
2024-06-09,sunday,ahisari,26.69,5,lunch,kafkas corba,firin baget,harput kofte,"eriste, garniturlu pirinc pilavi","coban salata, meyve, ayran"
2024-06-10,monday,ahisari,30.66,22,lunch,koylu corba,macar gulas,nohutlu kabak yemegi,"bulgur pilavi, pirinc pilavi","meyveli soda, salata, meyve"
2024-06-11,tuesday,ahisari,35.44,31,lunch,safak corba,kuru kofte,saksuka,"peynirli makarna, pirinc pilavi","meyve, salata, soda"
2024-06-12,wednesday,ahisari,31.48,25,lunch,cesmi nigar corba,kori soslu pilic,zy. patlican dolma,"nohutlu pirinc pilavi, domates soslu makarna","magnolia, coban salata, meyve"
2024-06-13,thursday,ahisari,33.6,10,lunch,tarhana corba,sucuklu kuru fasulye,etsiz kuru fasulye,"bulgur pilavi, melek pilavi","tursu, ayran, krem sokola"
2024-06-14,friday,ahisari,25.36,21,lunch,krotonlu mercimek corba,etli patlican dolma,zy.patlican dolma,"soslu makarna, gul boregi","meyve, misirli salata, soda"
2024-06-15,saturday,ahisari,24.36,0,lunch,soguk ayranasi corba,islim kofte,harput kofte,"misirli pirinc pilavi, soslu makarna","kola, sutlac, salata"
2024-06-16,sunday,ahisari,26.48,2,lunch,domates corba,hunkar begendi,dovmec,"melek pilavi, domatesli bulgur pilavi","yogurt, dondurma, salata"
2024-06-17,monday,ahisari,28.16,0,lunch,ezogelin corba,izgara tavuk,ispanak graten,"sark pilavi, nohutlu pirinc pilavi","ayran, coban salata, meyve"
2024-06-18,tuesday,ahisari,27.31,0,lunch,tavuk suyu corba,etli turlu,sebze sote,"pirinc pilavi, eriste","semizotu salata, yogurt, meyve"
2024-06-19,wednesday,ahisari,26.78,0,lunch,sefim corba,kekikli pilic kavurma,falafel,"misirli pirinc pilavi, makarna","meyveli soda, coban salata, tavuk gogsu"
2024-06-20,thursday,ahisari,27.44,2,lunch,mantar corba,etli nohut,etsiz nohut,"bulgur pilavi, pirinc pilavi","tursu, meyve, mozaik pasta"
2024-06-21,friday,ahisari,26.86,3,lunch,mahluta corba,et doner,falafel,"garniturlu pirinc pilavi, domates soslu makarna","ayran, mevsim salata, meyve"
2024-06-22,saturday,ahisari,25.5,7,lunch,alaca corba,etli manti,vegan manti,"saksuka, zy.barbunya","meyve suyu, dondurma, salata"
2024-06-23,sunday,ahisari,25.77,31,lunch,ezogelin corba,pizza,mucver,"zy.orbit fasulye, sogan halkasi","kola, islak kek, meyve"
2024-06-24,monday,ahisari,26.48,143,lunch,sef'in corbasi,etli patates musakka,etsiz patates graten,"nohutlu pirinc pilavi, eriste","supangle, salata, limonata"
2024-06-25,tuesday,ahisari,26.86,127,lunch,dugun corba,manisa kirkagac kofte,harput kofte,"pirinc pilavi, zy. orbit fasulye","humus, meyve, salata"
2024-06-26,wednesday,ahisari,26.56,159,lunch,krotonlu mercimek corba,tavuklu abant kebabi,kabak kalye,"misirli pirinc pilavi, penne makarna","portakalli gazoz, meyve, haydari"
2024-06-27,thursday,ahisari,25.77,156,lunch,mahluta corba,et doner,falafel,"garniturlu pirinc pilavi, domates soslu makarna","ayran, soda, mevsim salata"
2024-06-28,friday,ahisari,25.95,81,lunch,domates corba,alinazik kebabi,patlican tava,"bulgur pilavi, melek pilavi","kola, mevsim salata, meyve"
2024-06-29,saturday,ahisari,26.2,51,lunch,naneli yogurt corba,etli nohut,etsiz nohut,"mercimekli bulgur pilavi, pirinc pilavi","ayran, coban salata, meyve"
2024-06-30,sunday,ahisari,28.31,61,lunch,domates corba,nugget,bruksel lahana,"soslu spagetti, pirinc pilavi","sekerpare, salata, soda"
2024-01-01,monday,ahisari,12.73,113,dinner,ezogelin corba,ankara tava,sebze buketi,"zy.barbunya, ispanakli gul boregi","pembe sultan, soda, meyve"
2024-01-02,tuesday,ahisari,8.33,236,dinner,vitamin corba,etli kuru fasulye,etsiz kuru fasulye,"arpa sehriyeli pirinc pilavi, bulgur pilavi","ayran, tursu, meyve"
2024-01-03,wednesday,ahisari,11.88,222,dinner,brokoli corba,firin kofte + patates,nohutlu kabak,soslu spagetti,"haydari, soda, meyve"
2024-01-04,thursday,ahisari,11.98,129,dinner,dugun corba,etli turlu,sebze turlu,mercimekli bulgur pilavi,"yogurt, salata, meyve"
2024-01-05,friday,ahisari,7.76,196,dinner,domates corba,firin tavuk but,zy.brokoli,"zerdecalli pirinc pilavi, bulgur pilavi","mor salata, ayran, meyve"
2024-01-06,saturday,ahisari,11.68,119,dinner,saray corba,izmir kofte,zy.enginar,soslu makarna,"cevizli baklava, soda, yesil salata"
2024-01-07,sunday,ahisari,12.95,104,dinner,kis corbasi,kiymali yesil mercimek,yesil mercimek yemegi,gul boregi,"ayran, meyve, salata"
2024-01-08,monday,ahisari,7.86,200,dinner,gendime corba,misket kofte,zy.kereviz,"sehriyeli pirinc pilavi, bulgur pilavi","ayran, meyve, gazoz"
2024-01-09,tuesday,ahisari,4.48,116,dinner,elvankiz corba,etli taze fasulye,etsiz taze fasulye,soslu makarna,"pembe sultan, gazoz, salata"
2024-01-10,wednesday,ahisari,3.06,170,dinner,tutmac corba,tavuk baget,zy.brokoli,"arpa sehriye pilavi, mercimekli bulgur pilavi","meyve, ayran, soda"
2024-01-11,thursday,ahisari,2.76,107,dinner,ezogelin corba,etli manti,vegan manti,"zy.orbit fasulye, zy.patlican dolma","cevizli baklava, salata, soda"
2024-01-12,friday,ahisari,2.86,63,dinner,tarhana corba,etli kuru fasulye,etsiz kuru fasulye,bulgur pilavi,"yogurt, salata, tursu"
2024-01-13,saturday,ahisari,1.06,44,dinner,mercimek corba,kiymali karnabahar,karnabahar graten,"sehriyeli pirinc pilavi, bulgur pilavi","ayran, salata, meyve"
2024-01-14,sunday,ahisari,4.6,48,dinner,vitamin corba,bahcivan kebabi,sebze turlu,"nohutlu pirinc pilavi, bulgur pilavi","salata, yogurt, meyve"
2024-01-15,monday,ahisari,10.08,32,dinner,mercimek corba,etli taze fasulye,zy.taze fasulye,"bulgur pilavi, melek pilavi","cacik, salata, meyve"
2024-01-16,tuesday,ahisari,7.63,21,dinner,sifa corba,kiymali yesil mercimek,yesil mercimek yemegi,"misirli pirinc pilavi, soslu spagetti","meyve, coleslaw salata, soda"
2024-01-17,wednesday,ahisari,5.8,43,dinner,mahluta corba,kiymali karisik dolma,zy. patlican dolma,"su boregi, soslu makarna","mevsim salata, komposto, meyve"
2024-01-18,thursday,ahisari,14.05,17,dinner,andaloz corba,hunkar begendi,patlican yemegi,"bulgur pilavi, melek pilavi","mor salata, meyve, soda"
2024-01-19,friday,ahisari,13.63,6,dinner,mahluta corba,bahcivan kebabi,nohutlu kabak,"sehriyeli pirinc pilavi, mercimekli bulgur pilavi","meyve, limonata, mevsim salata"
2024-01-20,saturday,ahisari,3.98,1,dinner,ezogelin corba,etli bezelye,etsiz bezelye,bulgur pilavi,"yogurt, mor salata, cevizli kadayif"
2024-01-21,sunday,ahisari,4.78,6,dinner,suleymaniye corba,etli guvec,sebze guvec,"sehriyeli pirinc pilavi, bulgur pilavi","biber borani, meyve, soda"
2024-01-22,monday,ahisari,4.88,4,dinner,tutmac corba,misket kofte,etsiz kapuska,"soslu makarna, sebzeli pirinc pilavi","kazandibi, gazoz, meyve"
2024-01-23,tuesday,ahisari,4.63,2,dinner,kabak corba,etli barbunya,zy.barbunya,"soslu makarna, bulgur pilavi","yogurt, salata, meyve"
2024-01-24,wednesday,ahisari,4.1,6,dinner,kafkas corba,cin usulu  tavuk sote,bugdayli pazi,"arpa sehriye pilavi, bulgur pilavi","yogurt, salata, limonata"
2024-01-25,thursday,ahisari,6.66,5,dinner,sebze corba,firin tavuk but,harput kofte,spagetti makarna,"gazoz, havuc tarator, meyve"
2024-01-26,friday,ahisari,3.76,2,dinner,yayla corba,beef navarin,zy.barbunya,bulgur pilavi,"coleslaw salata, portakalli gazoz, sekerpare"
2024-01-27,saturday,ahisari,5.3,3,dinner,mercimek corba,kiymali ispanak,bugdayli nohutlu ispanak,"su boregi, cevizli eriste","salata, meyve, kemalpasa"
2024-01-28,sunday,ahisari,3.06,3,dinner,toyga corba,bahcivan kebabi,zy.mantar,meyhane pilavi,"mor salata, meyve, soda"
2024-01-29,monday,ahisari,2.43,5,dinner,kabak corba,meksika soslu tavuk,zy.brokoli,zerdecalli makarna,"kazandibi, gazoz, mevsim salata"
2024-01-30,tuesday,ahisari,3.76,7,dinner,andaloz corba,firin kofte + patates,harput kofte,soslu makarna,"salata, meyve, ayran"
2024-01-31,wednesday,ahisari,5.26,6,dinner,ezogelin corba,tavuk schnitzel,zy. bruksel lahanasi,spagetti makarna,"ayran, meyve, pembe sultan"
2024-02-01,thursday,ahisari,2.13,4,dinner,domates corba,etli nohut,etsiz nohut,bulgur pilavi,"yogurt, tursu, salata"
2024-02-02,friday,ahisari,6.2,5,dinner,tarhana corba,kiymali ispanak,bugdayli nohutlu ispanak,"su boregi, soslu makarna","mor salata, fanta, meyve"
2024-02-03,saturday,ahisari,3.03,6,dinner,naneli yogurt corba,tavuk kok kanat,zy.orbit fasulye,bulgur pilavi,"ayran, humus, salata"
2024-02-04,sunday,ahisari,8.08,22,dinner,mahluta corba,pizza + patates,mucver,"sogan halkasi, zy.barbunya","kazandibi, gazoz, meyve"
2024-02-05,monday,ahisari,12.51,32,dinner,sef'in corbasi,elbasan tava,sebze graten,"nohutlu pirinc pilavi, mercimekli bulgur pilavi","salata, meyve, fanta"
2024-02-06,tuesday,ahisari,11.08,35,dinner,antep corba,etli manti,vejetaryen manti,"zy.barbunya, zy. bruksel lahana","soda, soslu muhallebi, salata"
2024-02-07,wednesday,ahisari,14.11,40,dinner,tarhana corba,etli kuru fasulye,gemici usulu kuru fasulye,bulgur pilavi,"yogurt, tursu, meyve"
2024-02-08,thursday,ahisari,12.61,46,dinner,koylu corba,etli guvec,sebze guvec,"sehriyeli pirinc pilavi, nohutlu bulgur pilavi","yogurt, meyve, gazoz"
2024-02-09,friday,ahisari,11.7,34,dinner,yayla corba,etli bezelye,bezelye yemegi,su boregi,"mor salata, meyve, fanta"
2024-02-10,saturday,ahisari,15.11,76,dinner,ezogelin corba,pilic nugget,zy.karnabahar,zerdecalli makarna,"tulumba tatlisi, meyve, soda"
2024-02-11,sunday,ahisari,13.53,98,dinner,koylu corba,kiymali yesil mercimek,yesil mercimek,gul boregi,"mevsim salata, meyve, limonata"
2024-02-12,monday,ahisari,11.51,149,dinner,antep corba,kis turlusu,sebze sote,bulgur pilavi,"soda, yesil salata, meyve"
2024-02-13,tuesday,ahisari,6.96,176,dinner,alaca corba,etli bezelye,bezelye yemegi,eriste,"yogurt, mevsim salata, meyve"
2024-02-14,wednesday,ahisari,7.5,142,dinner,ezogelin corba,kiymali ispanak,bugdayli nohutlu ispanak,"su boregi, soslu makarna","mor salata, meyve, cevizli kadayif"
2024-02-15,thursday,ahisari,6.46,172,dinner,sehriye corba,orman kebabi,zy.enginar,"zerdecalli pirinc pilavi, bulgur pilavi","haydari, meyve, limonata"
2024-02-16,friday,ahisari,6.13,108,dinner,mercimek corba,etli mantar sote,mantar sote,"nohutlu pirinc pilavi, soslu makarna","profiterol, mevsim salata, gazoz"
2024-02-17,saturday,ahisari,5.88,89,dinner,mahluta corba,ankara tava,mucver,"zy.kereviz, zy. brokoli","soda, meyve, coleslaw salata"
2024-02-18,sunday,ahisari,4.08,170,dinner,elvankiz corba,misket kofte,zy. bruksel lahanasi,soslu makarna,"kazandibi, mevsim salata, soda"
2024-02-19,monday,ahisari,6.13,196,dinner,mahluta corba,kibrit kebabi,nohutlu kabak,bulgur pilavi,"mevsim salata, soda, meyve"
2024-02-20,tuesday,ahisari,4.13,185,dinner,sifa corba,tas kebabi,falafel,bulgur pilavi,"tulumba tatlisi, mevsim salata, meyve"
2024-02-21,wednesday,ahisari,3.23,246,dinner,brokoli corba,firin kofte,harput kofte,peynirli makarna,"ayran, meyve, mevsim salata"
2024-02-22,thursday,ahisari,4.6,146,dinner,andaloz corba,pilic emense,bugdayli pazi,soslu makarna,"meyve, soda, coleslaw salata"
2024-02-23,friday,ahisari,10.2,93,dinner,toyga corba,kiymali yesil mercimek,yesil mercimek yemegi,su boregi,"cilekli puding, mevsim salata, soda"
2024-02-24,saturday,ahisari,10.53,77,dinner,sef'in corbasi,etli taze fasulye,taze fasulye,spagetti makarna,"soda, meyve, komposto"
2024-02-25,sunday,ahisari,10.8,148,dinner,safak corba,tavuk schnitzel,zy.karnabahar,"nohutlu pirinc pilavi, soslu makarna","gazoz, haydari, meyve"
2024-02-26,monday,ahisari,7.6,153,dinner,andaloz corba,etli guvec,sebze guvec,bulgur pilavi,"ayran, meyve, mevsim salata"
2024-02-27,tuesday,ahisari,6.13,165,dinner,alaca corba,,zy. patlican dolma,"su boregi, soslu makarna","cevizli kadayif, mevsim salata, soda"
2024-02-28,wednesday,ahisari,6.98,203,dinner,mercimek corba,etli nohut,etsiz nohut,sebzeli bulgur pilavi,"tursu, yogurt, meyve"
2024-02-29,thursday,ahisari,7.23,113,dinner,sehriye corba,kiymali ispanak,bugdayli nohutlu ispanak,"gul boregi, soslu makarna","muzlu puding, mevsim salata, soda"
2024-03-01,friday,ahisari,6.96,95,dinner,tarhana corba,pureli tas kebabi,patlican yemegi,"bulgur pilavi, gokkusagi pilavi","meyve, salata, soda"
2024-03-02,saturday,ahisari,7.53,44,dinner,andaloz corba,kiymali ispanak,ispanak yemegi,"gul boregi, eriste","meyve, muzlu puding, limonata"
2024-03-03,sunday,ahisari,6.53,139,dinner,antep corba,etli yaprak sarma,zy.yaprak sarma,"soslu makarna, su boregi","tavuk gogsu, mor salata, soda"
2024-03-04,monday,ahisari,7.58,233,dinner,mercimek corba,firin tavuk but,pirasa yemegi,"melek pilavi, soslu makarna","meyve, coleslaw salata, soda"
2024-03-05,tuesday,ahisari,7.73,256,dinner,tarhana corba,izmir kofte,zy.brokoli,eriste,"meyve, ayran, salata"
2024-03-06,wednesday,ahisari,6.16,110,dinner,sehriye corba,kiymali yesil mercimek,yesil mercimek yemegi,bulgur pilavi,"salata, ayran, soda"
2024-03-07,thursday,ahisari,5.78,210,dinner,toyga corba,cordon bleu,harput kofte,"soslu spagetti, melek pilavi","meyve, tabule, kazandibi"
2024-03-08,friday,ahisari,5.86,105,dinner,mahluta corba,etli manti,vegan manti,"zy.barbunya, zy. orbit fasulye","limonata, hosmerim, meyve"
2024-03-09,saturday,ahisari,4.48,85,dinner,anadolu corbasi,izmir kofte,zy. bruksel lahanasi,yesil mercimekli bulgur pilavi,"ayran, mevsim salata, meyve"
2024-03-10,sunday,ahisari,6.88,132,dinner,alaca corba,tepsi kebabi,zy. kereviz,bulgur pilavi,"kisir, tulumba tatlisi, soda"
2024-03-11,monday,ahisari,12.05,151,dinner,sebze corba,etli kuru fasulye,etsiz kuru fasulye,bulgur pilavi,"tursu, zerde, yogurt"
2024-03-12,tuesday,ahisari,11.86,47,dinner,antep corba,kekikli misket kofte,harput kofte,"eriste, gokkusagi pilavi","ayran, mor salata, meyve"
2024-03-13,wednesday,ahisari,8.51,205,dinner,mantar corba,pilic topkapi,zy.enginar,"zy. orbit fasulye, saksuka","ayran, cevizli baklava, mor salata"
2024-03-14,thursday,ahisari,8.78,152,dinner,tutmac corba,macar gulas,falafel,"spagetti makarna, zerdecalli pirinc pilavi","meyve, soda, piyaz"
2024-03-15,friday,ahisari,4.96,144,dinner,safak corba,mantar soslu tavuk sinitzel,mantar sote,"soslu makarna, bulgur pilavi","hayrabolu tatlisi, gazoz, meyve"
2024-03-16,saturday,ahisari,6.1,106,dinner,naneli yogurt corba,salcali firin kofte,harput kofte,"spagetti makarna, melek pilavi","fanta, mevsim salata, tulumba tatlisi"
2024-03-17,sunday,ahisari,6.56,166,dinner,domates corba,tavuk baget haslama,sebze buketi,"soslu makarna, kus uzumlu pirinc pilavi","limonata, meyve, cig kofte"
2024-03-18,monday,ahisari,7.7,155,dinner,antep corba,et sote,etsiz barbunya,"ic pilavi, eriste makarna","yogut, soda, mevsim salata"
2024-03-19,tuesday,ahisari,8.51,210,dinner,ezogelin corba,kori soslu pilic sote,karnibahar yemegi,"misirli pirinc pilavi, bulgur pilavi","gazoz, havuc tarator, meyve"
2024-03-20,wednesday,ahisari,4.9,189,dinner,cesmi nigar corba,kabak begendili kebap,sebze graten,"su boregi, nohutlu pirinc pilavi","meyve, mevsim salata, cevizli kadayif"
2024-03-21,thursday,ahisari,6.23,160,dinner,tarhana corba,sulu kofte,patlican yemegi,soslu makarna,"meyve, mevsim salata, pembe sultan"
2024-03-22,friday,ahisari,3.46,95,dinner,mahluta corba,dana haslama,sebze yemegi,eriste,"mevsim salata, yogurt, meyve"
2024-03-23,saturday,ahisari,5.18,118,dinner,bugday corba,cin usulu  tavuk sote,pirasa yemegi,"melek pilavi, sebzeli bulgur pilavi","ayran, meyve, mor salata"
2024-03-24,sunday,ahisari,10.78,119,dinner,sehriye corba,tas kebabi,nohutlu kabak,bulgur pilavi,"mevsim salata, yogurt, meyve"
2024-03-25,monday,ahisari,7.1,281,dinner,arpa sehriyeli corba,tavuk kulbasti,falafel,"eriste, meyhane pilavi","gazoz, mevsim salata, meyve"
2024-03-26,tuesday,ahisari,8.18,197,dinner,naneli yogurt corba,etli nohut,etsiz nohut,bulgur pilavi,"mevsim salata, portakalli gazoz, gullac"
2024-03-27,wednesday,ahisari,14.28,179,dinner,tarhana corba,hasanpasa kofte,patates graten,"nohutlu pilav, eriste","ayran, meyve, mevsim salata"
2024-03-28,thursday,ahisari,14.88,160,dinner,suzme mercimek corba,pilic topkapi,harput kofte,"zy. orbit fasulye, karisik kizartma","tulumba tatlisi, mevsim salata, meyve"
2024-03-29,friday,ahisari,12.95,91,dinner,andaloz corba,etli karisik dolma,zy.dolma,"soslu makarna, su boregi","mevsim salata, meyve, limonata"
2024-03-30,saturday,ahisari,19.53,56,dinner,antep corba,etli nohut,etsiz nohut,"bulgur pilavi, melek pilavi","tursu, fanta, gullac"
2024-03-31,sunday,ahisari,15.53,114,dinner,alaca corba,alinazik kebabi,zy.brokoli,bulgur pilavi,"fanta, mercimek kofte, meyve"
2024-04-01,monday,ahisari,16.03,188,dinner,toyga corba,cin usulu  tavuk sote,mucver,"penne makarna, melek pilavi","gazoz, supangle, salata"
2024-04-02,tuesday,ahisari,17.16,109,dinner,sehriye corba,orman kebabi,bezelye yemegi,"meyhane pilavi, misirli pirinc pilavi","limonata, salata, gullac"
2024-04-03,wednesday,ahisari,12.98,86,dinner,alaca corba,etli guvec,saksuka,"mercimekli bulgur pilavi, melek pilavi","salata, meyve, ayran"
2024-04-04,thursday,ahisari,10.43,57,dinner,antep corba,etli nohut,etsiz nohut,eristeli bulgur pilavi,"tursu, ayran, meyve"
2024-04-05,friday,ahisari,11.26,23,dinner,mahluta corba,kabak begendili kebap,zy. orbit fasulye,"bulgur pilavi, melek pilavi","lokma tatlisi, limonata, salata"
2024-04-06,saturday,ahisari,12.63,28,dinner,,cordon bleu,zy. kereviz,soslu makarna,"gazoz, salata, meyve"
2024-04-07,sunday,ahisari,10.91,12,dinner,safak corba,etli karisik dolma,zy.dolma,"gul boregi, zy.barbunya","salata, meyve, iki renkli muhallebi"
2024-04-08,monday,ahisari,10.63,5,dinner,mantar corba,kekikli misket kofte,patlican tava,"eriste, melek pilavi","komposto, mevsim salata, kisir"
2024-04-09,tuesday,ahisari,11.2,6,dinner,tarhana corba,etli manti,vegan manti,"zy.barbunya, zy. orbit fasulye","mevsim salata, soda, cevizli kadayif"
2024-04-10,wednesday,ahisari,10.28,2,dinner,sehriye corba,izmir kofte,falafel,zy.barbunya,"yogurt, mevsim salata, brownie"
2024-04-11,thursday,ahisari,12.16,1,dinner,koylu corba,tavuk kok kanat,zy.mantar,"melek pilavi, soslu makarna","cilekli puding, meyve, mevsim salata"
2024-04-12,friday,ahisari,12.55,5,dinner,alaca corba,tas kebabi,falafel,"bulgur pilavi, melek pilavi","soda, mevsim salata, meyve"
2024-04-13,saturday,ahisari,12.48,26,dinner,antep corba,manisa kirkagac kofte,karnabahar yemegi,soslu makarna,"gazoz, meyve, muzlu puding"
2024-04-14,sunday,ahisari,14.11,77,dinner,vitamin corba,tepsi kebabi,zy. bruksel lahanasi,"su boregi, zerdecalli pirinc pilavi","kirmizi pancar salata, revani, meyve"
2024-04-15,monday,ahisari,16.25,103,dinner,domates corba,etli guvec,etsiz guvec,bulgur pilavi,"limonata, meyve, salata"
2024-04-16,tuesday,ahisari,20.08,156,dinner,safak corba,bahcivan kebabi,nohutlu kabak,"bulgur pilavi, napoliten soslu makarna","visne soslu muhallebi, mevsim salata, meyve"
